Column1;Run;Assay Type;AvgSpotLen;Bases;BioProject;BioSample;Bytes;Center Name;Consent;DATASTORE filetype;DATASTORE provider;DATASTORE region;Experiment;Instrument;Library Name;LibraryLayout;LibrarySelection;LibrarySource;Organism;Platform;ReleaseDate;create_date;version;Sample Name;SRA Study;Collection_Date;geo_loc_name_country;geo_loc_name_country_continent;geo_loc_name;BioSampleModel;isolation_source;HOST;lat_lon;isolate;source_material_id;sample_type;strain;env_broad_scale;env_local_scale;env_medium;ENA-FIRST-PUBLIC (run);ENA-LAST-UPDATE (run);Sample_name;Scientific_Name;INSDC_center_name;INSDC_status;Submitter_Id;common_name;ena_first_public;ena_last_update;external_id;INSDC_first_public;INSDC_last_update;ArrayExpress-SPECIES;sample_description;samp_mat_process;ref_biomaterial;collected_by;tissue;source_uvig;virus_enrich_appr;replicate;host_subject_id;project_name;host_common_name;geographic_location_(country_and/or_sea);geographic_location_(latitude);geographic_location_(longitude);host_tissue_sampled;broad-scale_environmental_context;ENA_first_public.1;ENA-STATUS-ID (exp);ENA-STATUS-ID (run);environmental_medium;local_environmental_context;Broker_name;Biological_Replicate;host_scientific_name;lab_host;fasta_file (run);host_taxid;isol_growth_condt;propagation;Host_Age;host_sex;specimen_voucher;host_body_product;host_tot_mass;misc_param;samp_capt_status;sex;BREED;Cultivar;dev_stage;ecotype;sub_species;sequencing_approach;actual_read_length (run);Investigation_type;library_id;RUN (run);total_bases (run);Host_disease;environment_(biome);environment_(feature);environment_(material);host-associated_environmental_package;Sequencing_method;samp_collect_device;SUBMISSION_TOOL (exp);SUBMISSION_TOOL (run);submission_tool;SUBMISSION_TOOL_VERSION (exp);SUBMISSION_TOOL_VERSION (run);SUBMISSION_TOOL_VERSION;genbank_accession;samp_size;sampleNumber;specific_host;virus_enrich_app;altitude;BIOME;env_package;experimental_factor;feature;identified_by;label;material;sample_ID;Host_Diet;organism.1;rel_to_oxygen
968;SRR32069191;WGS;409;36735668;PRJNA1205703;SAMN46350233;36308276;ZOONOSIS SURVEILLANCE DIVISION;public;sra,fastq;ncbi,s3,gs;ncbi.public,s3.us-east-1,gs.us-east1;SRX27418049;MinION;barcode04_bib9;SINGLE;RT-PCR;METAGENOMIC;bat metagenome;OXFORD_NANOPORE;15.02.2026 3:00;21.01.2025 21:32;1;182G;SRP554942;2024-01-10;Brazil;South America;Brazil: Sao Paulo\, Jacarei;Metagenome or environmental;Gut;Molossus molossus;23.31 S 45.98 W;;2003;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
969;SRR32069192;WGS;416;41679118;PRJNA1205703;SAMN46350232;40724624;ZOONOSIS SURVEILLANCE DIVISION;public;sra,fastq;ncbi,s3,gs;ncbi.public,gs.us-east1,s3.us-east-1;SRX27418048;MinION;barcode02_bib10;SINGLE;RT-PCR;METAGENOMIC;bat metagenome;OXFORD_NANOPORE;15.02.2026 3:00;21.01.2025 21:31;1;140G;SRP554942;2024-01-05;Brazil;South America;Brazil: Sao Paulo\, Piracicaba;Metagenome or environmental;Gut;Eumops glaucinus;22.74 S 47.63 W;;1970;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
970;SRR32069193;WGS;436;31269653;PRJNA1205703;SAMN46350231;30581470;ZOONOSIS SURVEILLANCE DIVISION;public;sra,fastq;gs,ncbi,s3;ncbi.public,gs.us-east1,s3.us-east-1;SRX27418047;MinION;barcode03_bib9;SINGLE;RT-PCR;METAGENOMIC;bat metagenome;OXFORD_NANOPORE;15.02.2026 3:00;21.01.2025 21:31;1;139G;SRP554942;2024-01-04;Brazil;South America;Brazil: Sao Paulo\, Piracicaba;Metagenome or environmental;Gut;Eumops glaucinus;22.71 S 47.66 W;;1969;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
971;SRR32069201;WGS;369;27612031;PRJNA1205703;SAMN46350167;27398325;ZOONOSIS SURVEILLANCE DIVISION;public;fastq,sra;s3,ncbi,gs;gs.us-east1,s3.us-east-1,ncbi.public;SRX27418039;MinION;barcode16_bib5;SINGLE;RT-PCR;METAGENOMIC;bat metagenome;OXFORD_NANOPORE;15.02.2026 3:00;21.01.2025 21:31;1;3672G;SRP554942;2023-11-01;Brazil;South America;Brazil: Sao Paulo\, Sao Paulo;Metagenome or environmental;Gut;Molossus molossus;23.48 S 46.67 W;;822;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
972;SRR32069212;WGS;392;44979145;PRJNA1205703;SAMN46350166;44515765;ZOONOSIS SURVEILLANCE DIVISION;public;fastq,sra;s3,gs,ncbi;ncbi.public,s3.us-east-1,gs.us-east1;SRX27418028;MinION;barcode21_bib3;SINGLE;RT-PCR;METAGENOMIC;bat metagenome;OXFORD_NANOPORE;15.02.2026 3:00;21.01.2025 21:31;1;3594G;SRP554942;2023-10-24;Brazil;South America;Brazil: Sao Paulo\, Sao Jose do Rio Preto;Metagenome or environmental;Gut;Eumops glaucinus;20.81 S 49.38 W;;766;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
973;SRR32069213;WGS;417;1320642;PRJNA1205703;SAMN46350148;1346438;ZOONOSIS SURVEILLANCE DIVISION;public;fastq,sra;ncbi,gs,s3;ncbi.public,gs.us-east1,s3.us-east-1;SRX27418027;MinION;barcode03_bib3;SINGLE;RT-PCR;METAGENOMIC;bat metagenome;OXFORD_NANOPORE;15.02.2026 3:00;21.01.2025 21:31;1;3513G;SRP554942;2023-10-19;Brazil;South America;Brazil: Sao Paulo\, Jundiai;Metagenome or environmental;Gut;Molossus molossus;23.19 S 46.87 W;;701;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
974;SRR32069224;WGS;429;3199035;PRJNA1205703;SAMN46350165;2985933;ZOONOSIS SURVEILLANCE DIVISION;public;fastq,sra;gs,ncbi,s3;ncbi.public,gs.us-east1,s3.us-east-1;SRX27418016;MinION;barcode20_bib3;SINGLE;RT-PCR;METAGENOMIC;bat metagenome;OXFORD_NANOPORE;15.02.2026 3:00;21.01.2025 21:31;1;3590G;SRP554942;2023-10-22;Brazil;South America;Brazil: Sao Paulo\, Sao Jose do Rio Preto;Metagenome or environmental;Gut;Glossophaga soricina;20.80 S 49.42 W;;762;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
975;SRR32069231;WGS;433;13912870;PRJNA1205703;SAMN46350173;13380394;ZOONOSIS SURVEILLANCE DIVISION;public;fastq,sra;ncbi,gs,s3;s3.us-east-1,gs.us-east1,ncbi.public;SRX27418009;MinION;barcode04_bib2;SINGLE;RT-PCR;METAGENOMIC;bat metagenome;OXFORD_NANOPORE;15.02.2026 3:00;21.01.2025 21:31;1;3761G;SRP554942;2023-11-09;Brazil;South America;Brazil: Sao Paulo\, Sao Paulo;Metagenome or environmental;Gut;Myotis nigricans;23.62 S 46.64 W;;893;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
976;SRR32069242;WGS;418;21275451;PRJNA1205703;SAMN46350172;20672696;ZOONOSIS SURVEILLANCE DIVISION;public;sra,fastq;s3,gs,ncbi;gs.us-east1,s3.us-east-1,ncbi.public;SRX27417998;MinION;barcode03_bib2;SINGLE;RT-PCR;METAGENOMIC;bat metagenome;OXFORD_NANOPORE;15.02.2026 3:00;21.01.2025 21:31;1;3755G;SRP554942;2023-11-07;Brazil;South America;Brazil: Sao Paulo\, Jundiai;Metagenome or environmental;Gut;Myotis nigricans;23.17 S 46.88 W;;889;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
977;SRR32069253;WGS;554;44615262;PRJNA1205703;SAMN46350171;42351017;ZOONOSIS SURVEILLANCE DIVISION;public;sra,fastq;ncbi,s3,gs;ncbi.public,gs.us-east1,s3.us-east-1;SRX27417987;MinION;barcode04_bib13;SINGLE;RT-PCR;METAGENOMIC;bat metagenome;OXFORD_NANOPORE;15.02.2026 3:00;21.01.2025 21:31;1;3730G;SRP554942;2023-10-25;Brazil;South America;Brazil: Sao Paulo\, Campinas;Metagenome or environmental;Gut;Eumops glaucinus;22.89 S 47.12 W;;864;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
978;SRR32069267;WGS;382;49835971;PRJNA1205703;SAMN46350164;49372577;ZOONOSIS SURVEILLANCE DIVISION;public;fastq,sra;gs,ncbi,s3;gs.us-east1,s3.us-east-1,ncbi.public;SRX27417973;MinION;barcode19_bib3;SINGLE;RT-PCR;METAGENOMIC;bat metagenome;OXFORD_NANOPORE;15.02.2026 3:00;21.01.2025 21:31;1;3588G;SRP554942;2023-10-19;Brazil;South America;Brazil: Sao Paulo\, Sao Jose do Rio Preto;Metagenome or environmental;Gut;Eumops perotis;20.85 S 49.40 W;;760;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
979;SRR32069278;WGS;409;18286465;PRJNA1205703;SAMN46350163;17923924;ZOONOSIS SURVEILLANCE DIVISION;public;fastq,sra;gs,s3,ncbi;s3.us-east-1,gs.us-east1,ncbi.public;SRX27417962;MinION;barcode18_bib3;SINGLE;RT-PCR;METAGENOMIC;bat metagenome;OXFORD_NANOPORE;15.02.2026 3:00;21.01.2025 21:31;1;3587G;SRP554942;2023-10-26;Brazil;South America;Brazil: Sao Paulo\, Sao Paulo;Metagenome or environmental;Gut;Glossophaga soricina;23.68 S 46.64 W;;759;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
980;SRR32069289;WGS;414;25211784;PRJNA1205703;SAMN46350162;24722322;ZOONOSIS SURVEILLANCE DIVISION;public;sra,fastq;gs,ncbi,s3;s3.us-east-1,ncbi.public,gs.us-east1;SRX27417951;MinION;barcode17_bib3;SINGLE;RT-PCR;METAGENOMIC;bat metagenome;OXFORD_NANOPORE;15.02.2026 3:00;21.01.2025 21:31;1;3577G;SRP554942;2023-10-26;Brazil;South America;Brazil: Sao Paulo\, Sao Paulo;Metagenome or environmental;Gut;Glossophaga soricina;23.49 S 46.71 W;;755;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
981;SRR32069290;WGS;413;50429472;PRJNA1205703;SAMN46350230;49360367;ZOONOSIS SURVEILLANCE DIVISION;public;sra,fastq;gs,s3,ncbi;ncbi.public,gs.us-east1,s3.us-east-1;SRX27417950;MinION;barcode01_bib10;SINGLE;RT-PCR;METAGENOMIC;bat metagenome;OXFORD_NANOPORE;15.02.2026 3:00;21.01.2025 21:31;1;130G;SRP554942;2024-01-04;Brazil;South America;Brazil: Sao Paulo\, Sao Jose do Rio Preto;Metagenome or environmental;Gut;Nyctinomops laticaudatus;20.83 S 49.39 W;;1962;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
982;SRR32069291;WGS;416;16683114;PRJNA1205703;SAMN46350229;16354425;ZOONOSIS SURVEILLANCE DIVISION;public;sra,fastq;gs,s3,ncbi;gs.us-east1,ncbi.public,s3.us-east-1;SRX27417949;MinION;barcode02_bib9;SINGLE;RT-PCR;METAGENOMIC;bat metagenome;OXFORD_NANOPORE;15.02.2026 3:00;21.01.2025 21:31;1;129G;SRP554942;2024-01-03;Brazil;South America;Brazil: Sao Paulo\, Sao Jose do Rio Preto;Metagenome or environmental;Gut;Nyctinomops laticaudatus;20.8 S 49.38 W;;1961;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
983;SRR32069292;WGS;391;32838873;PRJNA1205703;SAMN46350228;32375224;ZOONOSIS SURVEILLANCE DIVISION;public;sra,fastq;gs,ncbi,s3;ncbi.public,s3.us-east-1,gs.us-east1;SRX27417948;MinION;barcode08_bib6;SINGLE;RT-PCR;METAGENOMIC;bat metagenome;OXFORD_NANOPORE;15.02.2026 3:00;21.01.2025 21:31;1;87G;SRP554942;2024-01-05;Brazil;South America;Brazil: Sao Paulo\, Sao Jose dos Campos;Metagenome or environmental;Gut;Tadarida brasiliensis;23.2 S 45.89 W;;1922;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
984;SRR32069293;WGS;426;56916843;PRJNA1205703;SAMN46350227;55710925;ZOONOSIS SURVEILLANCE DIVISION;public;fastq,sra;ncbi,s3,gs;ncbi.public,gs.us-east1,s3.us-east-1;SRX27417947;MinION;barcode01_bib9;SINGLE;RT-PCR;METAGENOMIC;bat metagenome;OXFORD_NANOPORE;15.02.2026 3:00;21.01.2025 21:31;1;66G;SRP554942;2024-01-04;Brazil;South America;Brazil: Sao Paulo\, Jundiai;Metagenome or environmental;Gut;Eumops sp.;23.19 S 46.96 W;;1901;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
985;SRR32069294;WGS;412;50679123;PRJNA1205703;SAMN46350226;49584636;ZOONOSIS SURVEILLANCE DIVISION;public;sra,fastq;s3,gs,ncbi;gs.us-east1,ncbi.public,s3.us-east-1;SRX27417946;MinION;barcode07_bib6;SINGLE;RT-PCR;METAGENOMIC;bat metagenome;OXFORD_NANOPORE;15.02.2026 3:00;21.01.2025 21:31;1;45G;SRP554942;2023-12-28;Brazil;South America;Brazil: Sao Paulo\, Sorocaba;Metagenome or environmental;Gut;Molossus rufus;23.47 S 47.47 W;;1884;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
986;SRR32069295;WGS;397;2649656;PRJNA1205703;SAMN46350154;2664942;ZOONOSIS SURVEILLANCE DIVISION;public;sra,fastq;s3,gs,ncbi;ncbi.public,s3.us-east-1,gs.us-east1;SRX27417945;MinION;barcode09_bib3;SINGLE;RT-PCR;METAGENOMIC;bat metagenome;OXFORD_NANOPORE;15.02.2026 3:00;21.01.2025 21:30;1;3537G;SRP554942;2023-10-23;Brazil;South America;Brazil: Sao Paulo\, Piracicaba;Metagenome or environmental;Gut;Molossus molossus;22.71 S 47.66 W;;720;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
987;SRR32069296;WGS;438;61341992;PRJNA1205703;SAMN46350225;59709078;ZOONOSIS SURVEILLANCE DIVISION;public;fastq,sra;gs,s3,ncbi;s3.us-east-1,ncbi.public,gs.us-east1;SRX27417944;MinION;barcode02_bib8;SINGLE;RT-PCR;METAGENOMIC;bat metagenome;OXFORD_NANOPORE;15.02.2026 3:00;21.01.2025 21:31;1;39G;SRP554942;2024-01-02;Brazil;South America;Brazil: Sao Paulo\, Sorocaba;Metagenome or environmental;Gut;Molossus rufus;23.4 S 47.37 W;;1878;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
988;SRR32069297;WGS;410;50212523;PRJNA1205703;SAMN46350224;49308139;ZOONOSIS SURVEILLANCE DIVISION;public;fastq,sra;s3,gs,ncbi;s3.us-east-1,ncbi.public,gs.us-east1;SRX27417943;MinION;barcode06_bib6;SINGLE;RT-PCR;METAGENOMIC;bat metagenome;OXFORD_NANOPORE;15.02.2026 3:00;21.01.2025 21:31;1;4907G;SRP554942;2023-12-24;Brazil;South America;Brazil: Sao Paulo\, Sao Paulo;Metagenome or environmental;Gut;Eumops glaucinus;23.57 S 46.62 W;;1844;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
989;SRR32069298;WGS;414;45848838;PRJNA1205703;SAMN46350223;44871501;ZOONOSIS SURVEILLANCE DIVISION;public;sra,fastq;ncbi,s3,gs;gs.us-east1,s3.us-east-1,ncbi.public;SRX27417942;MinION;barcode05_bib6;SINGLE;RT-PCR;METAGENOMIC;bat metagenome;OXFORD_NANOPORE;15.02.2026 3:00;21.01.2025 21:31;1;4803G;SRP554942;2023-12-18;Brazil;South America;Brazil: Sao Paulo\, Jundiai;Metagenome or environmental;Gut;Molossus rufus;23.14 S 46.92 W;;1788;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
990;SRR32069299;WGS;436;46402202;PRJNA1205703;SAMN46350222;44975996;ZOONOSIS SURVEILLANCE DIVISION;public;sra,fastq;s3,ncbi,gs;s3.us-east-1,ncbi.public,gs.us-east1;SRX27417941;MinION;barcode04_bib6;SINGLE;RT-PCR;METAGENOMIC;bat metagenome;OXFORD_NANOPORE;15.02.2026 3:00;21.01.2025 21:31;1;4801G;SRP554942;2023-12-15;Brazil;South America;Brazil: Sao Paulo\, Jundiai;Metagenome or environmental;Gut;Eumops glaucinus;23.24 S 46.85 W;;1786;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
991;SRR32069300;WGS;391;15495298;PRJNA1205703;SAMN46350221;15143110;ZOONOSIS SURVEILLANCE DIVISION;public;sra,fastq;ncbi,gs,s3;gs.us-east1,ncbi.public,s3.us-east-1;SRX27417940;MinION;barcode03_bib6;SINGLE;RT-PCR;METAGENOMIC;bat metagenome;OXFORD_NANOPORE;15.02.2026 3:00;21.01.2025 21:31;1;4659G;SRP554942;2023-12-14;Brazil;South America;Brazil: Sao Paulo\, Barueri;Metagenome or environmental;Gut;Molossus molossus;23.54 S 46.87 W;;1659;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
992;SRR32069301;WGS;457;55672258;PRJNA1205703;SAMN46350220;54109641;ZOONOSIS SURVEILLANCE DIVISION;public;fastq,sra;ncbi,gs,s3;gs.us-east1,s3.us-east-1,ncbi.public;SRX27417939;MinION;barcode19_bib13;SINGLE;RT-PCR;METAGENOMIC;bat metagenome;OXFORD_NANOPORE;15.02.2026 3:00;21.01.2025 21:31;1;4450G;SRP554942;2023-12-06;Brazil;South America;Brazil: Sao Paulo\, Jundiai;Metagenome or environmental;Gut;Cynomops planirostris;23.15 S 46.84 W;;1473;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
993;SRR32069302;WGS;449;33862990;PRJNA1205703;SAMN46350219;32956471;ZOONOSIS SURVEILLANCE DIVISION;public;fastq,sra;gs,s3,ncbi;s3.us-east-1,ncbi.public,gs.us-east1;SRX27417938;MinION;barcode18_bib13;SINGLE;RT-PCR;METAGENOMIC;bat metagenome;OXFORD_NANOPORE;15.02.2026 3:00;21.01.2025 21:31;1;4449G;SRP554942;2023-12-06;Brazil;South America;Brazil: Sao Paulo\, Jundiai;Metagenome or environmental;Gut;Cynomops planirostris;23.15 S 46.84 W;;1472;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
994;SRR32069303;WGS;409;42416239;PRJNA1205703;SAMN46350218;41505993;ZOONOSIS SURVEILLANCE DIVISION;public;fastq,sra;s3,gs,ncbi;gs.us-east1,ncbi.public,s3.us-east-1;SRX27417937;MinION;barcode17_bib13;SINGLE;RT-PCR;METAGENOMIC;bat metagenome;OXFORD_NANOPORE;15.02.2026 3:00;21.01.2025 21:31;1;4448G;SRP554942;2023-12-06;Brazil;South America;Brazil: Sao Paulo\, Jundiai;Metagenome or environmental;Gut;Cynomops planirostris;23.18 S 46.87 W;;1471;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
995;SRR32069304;WGS;480;40541549;PRJNA1205703;SAMN46350217;38975578;ZOONOSIS SURVEILLANCE DIVISION;public;sra,fastq;ncbi,gs,s3;ncbi.public,gs.us-east1,s3.us-east-1;SRX27417936;MinION;barcode16_bib13;SINGLE;RT-PCR;METAGENOMIC;bat metagenome;OXFORD_NANOPORE;15.02.2026 3:00;21.01.2025 21:31;1;4404G;SRP554942;2023-11-21;Brazil;South America;Brazil: Sao Paulo\, Campinas;Metagenome or environmental;Gut;Cynomops planirostris;22.81 S 47.02 W;;1427;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
996;SRR32069305;WGS;525;28519448;PRJNA1205703;SAMN46350216;27327087;ZOONOSIS SURVEILLANCE DIVISION;public;sra,fastq;ncbi,gs,s3;s3.us-east-1,ncbi.public,gs.us-east1;SRX27417935;MinION;barcode08_bib7;SINGLE;RT-PCR;METAGENOMIC;bat metagenome;OXFORD_NANOPORE;15.02.2026 3:00;21.01.2025 21:31;1;4315G;SRP554942;2023-11-29;Brazil;South America;Brazil: Sao Paulo\, Sao Jose dos Campos;Metagenome or environmental;Gut;Eumops sp.;23.23 S 45.91 W;;1355;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
997;SRR32069306;WGS;413;54238846;PRJNA1205703;SAMN46350153;53601611;ZOONOSIS SURVEILLANCE DIVISION;public;fastq,sra;ncbi,gs,s3;ncbi.public,s3.us-east-1,gs.us-east1;SRX27417934;MinION;barcode08_bib3;SINGLE;RT-PCR;METAGENOMIC;bat metagenome;OXFORD_NANOPORE;15.02.2026 3:00;21.01.2025 21:31;1;3536G;SRP554942;2023-10-23;Brazil;South America;Brazil: Sao Paulo\, Piracicaba;Metagenome or environmental;Gut;Molossus molossus;22.74 S 47.62 W;;719;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
998;SRR32069307;WGS;487;20838433;PRJNA1205703;SAMN46350215;20171144;ZOONOSIS SURVEILLANCE DIVISION;public;fastq,sra;s3,ncbi,gs;s3.us-east-1,gs.us-east1,ncbi.public;SRX27417933;MinION;barcode07_bib7;SINGLE;RT-PCR;METAGENOMIC;bat metagenome;OXFORD_NANOPORE;15.02.2026 3:00;21.01.2025 21:31;1;4285G;SRP554942;2023-12-01;Brazil;South America;Brazil: Sao Paulo\, Jundiai;Metagenome or environmental;Gut;Eumops sp.;23.18 S 46.93 W;;1332;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
999;SRR32069308;WGS;431;43576860;PRJNA1205703;SAMN46350214;42568668;ZOONOSIS SURVEILLANCE DIVISION;public;sra,fastq;gs,s3,ncbi;gs.us-east1,ncbi.public,s3.us-east-1;SRX27417932;MinION;barcode06_bib7;SINGLE;RT-PCR;METAGENOMIC;bat metagenome;OXFORD_NANOPORE;15.02.2026 3:00;21.01.2025 21:31;1;4282G;SRP554942;2023-12-01;Brazil;South America;Brazil: Sao Paulo\, Jundiai;Metagenome or environmental;Gut;Neoeptesicus diminutus;23.14 S 46.95 W;;1330;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1000;SRR32069309;WGS;457;14065192;PRJNA1205703;SAMN46350213;13684032;ZOONOSIS SURVEILLANCE DIVISION;public;fastq,sra;s3,ncbi,gs;s3.us-east-1,ncbi.public,gs.us-east1;SRX27417931;MinION;barcode05_bib7;SINGLE;RT-PCR;METAGENOMIC;bat metagenome;OXFORD_NANOPORE;15.02.2026 3:00;21.01.2025 21:31;1;4281G;SRP554942;2023-12-01;Brazil;South America;Brazil: Sao Paulo\, Jundiai;Metagenome or environmental;Gut;Neoeptesicus diminutus;23.14 S 46.95 W;;1329;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1001;SRR32069310;WGS;479;18819575;PRJNA1205703;SAMN46350212;18191270;ZOONOSIS SURVEILLANCE DIVISION;public;sra,fastq;gs,ncbi,s3;ncbi.public,s3.us-east-1,gs.us-east1;SRX27417930;MinION;barcode04_bib7;SINGLE;RT-PCR;METAGENOMIC;bat metagenome;OXFORD_NANOPORE;15.02.2026 3:00;21.01.2025 21:31;1;4280G;SRP554942;2023-12-01;Brazil;South America;Brazil: Sao Paulo\, Jundiai;Metagenome or environmental;Gut;Neoeptesicus diminutus;23.14 S 46.95 W;;1328;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
