,ID,Version,GenBank title,Release date,Organism name,Virus Lineage,Species,Family,Length,Submitters,Strain,Isolate_x,Geo location,Country,Collection date,Tissue/Specimen/Source,Host,Environmental,CDS count,Artificial,UNVERIFIED,1A,1A-strand,1B,1B-strand,2,2-strand,class
13128,KT894903,KT894903.1,"Astrovirus BatAstV M.nat/GER isolate N9 RNA-dependent RNA polymerase (RdRp) gene, partial cds",09-NOV-2015,Astrovirus BatAstV M.nat/GER,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,,Astroviridae,350.0,"Fischer,K., Zeus,V., Kwasnitschka,L., Kerth,G., Haase,M., Groschup,M.H. and Balkema-Buschmann,A.",,N9,Germany,,2014,fecal material,Myotis nattereri,No,1.0,No,No,NA-NA,,2-350,1.0,NA-NA,,Mammalia
13129,KT894902,KT894902.1,"Astrovirus BatAstV M.nat/GER isolate N1 RNA-dependent RNA polymerase (RdRp) gene, partial cds",09-NOV-2015,Astrovirus BatAstV M.nat/GER,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,,Astroviridae,353.0,"Fischer,K., Zeus,V., Kwasnitschka,L., Kerth,G., Haase,M., Groschup,M.H. and Balkema-Buschmann,A.",,N1,Germany,,2014,fecal material,Myotis nattereri,No,1.0,No,No,NA-NA,,0-353,1.0,NA-NA,,Mammalia
13130,KT894901,KT894901.1,"Astrovirus BatAstV M.nat/GER isolate N12 RNA-dependent RNA polymerase (RdRp) gene, partial cds",09-NOV-2015,Astrovirus BatAstV M.nat/GER,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,,Astroviridae,381.0,"Fischer,K., Zeus,V., Kwasnitschka,L., Kerth,G., Haase,M., Groschup,M.H. and Balkema-Buschmann,A.",,N12,Germany,,2014,fecal material,Myotis nattereri,No,1.0,No,No,NA-NA,,0-381,1.0,NA-NA,,Mammalia
13131,KT894900,KT894900.1,"Astrovirus BatAstV M.nat/GER isolate N16 RNA-dependent RNA polymerase (RdRp) gene, partial cds",09-NOV-2015,Astrovirus BatAstV M.nat/GER,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,,Astroviridae,381.0,"Fischer,K., Zeus,V., Kwasnitschka,L., Kerth,G., Haase,M., Groschup,M.H. and Balkema-Buschmann,A.",,N16,Germany,,2014,fecal material,Myotis nattereri,No,1.0,No,No,NA-NA,,0-381,1.0,NA-NA,,Mammalia
13132,KT894899,KT894899.1,"Astrovirus BatAstV M.nat/GER isolate N13 RNA-dependent RNA polymerase (RdRp) gene, partial cds",09-NOV-2015,Astrovirus BatAstV M.nat/GER,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,,Astroviridae,337.0,"Fischer,K., Zeus,V., Kwasnitschka,L., Kerth,G., Haase,M., Groschup,M.H. and Balkema-Buschmann,A.",,N13,Germany,,2014,fecal material,Myotis nattereri,No,1.0,No,No,NA-NA,,1-337,1.0,NA-NA,,Mammalia
13133,KT894898,KT894898.1,"Astrovirus BatAstV M.nat/GER isolate N14 RNA-dependent RNA polymerase (RdRp) gene, partial cds",09-NOV-2015,Astrovirus BatAstV M.nat/GER,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,,Astroviridae,381.0,"Fischer,K., Zeus,V., Kwasnitschka,L., Kerth,G., Haase,M., Groschup,M.H. and Balkema-Buschmann,A.",,N14,Germany,,2014,fecal material,Myotis nattereri,No,1.0,No,No,NA-NA,,0-381,1.0,NA-NA,,Mammalia
13134,KT894897,KT894897.1,"Astrovirus BatAstV M.daub/GER isolate D6 RNA-dependent RNA polymerase (RdRp) gene, partial cds",09-NOV-2015,Astrovirus BatAstV M.daub/GER,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,,Astroviridae,378.0,"Fischer,K., Zeus,V., Kwasnitschka,L., Kerth,G., Haase,M., Groschup,M.H. and Balkema-Buschmann,A.",,D6,Germany,,2013,urine material,Myotis daubentonii,No,1.0,No,No,NA-NA,,0-378,1.0,NA-NA,,Mammalia
13135,KT894896,KT894896.1,"Astrovirus BatAstV M.daub/GER isolate D7 RNA-dependent RNA polymerase (RdRp) gene, partial cds",09-NOV-2015,Astrovirus BatAstV M.daub/GER,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,,Astroviridae,381.0,"Fischer,K., Zeus,V., Kwasnitschka,L., Kerth,G., Haase,M., Groschup,M.H. and Balkema-Buschmann,A.",,D7,Germany,,2013,fecal material,Myotis daubentonii,No,1.0,No,No,NA-NA,,0-381,1.0,NA-NA,,Mammalia
13136,KT894895,KT894895.1,"Astrovirus BatAstV M.daub/GER isolate D9 RNA-dependent RNA polymerase (RdRp) gene, partial cds",09-NOV-2015,Astrovirus BatAstV M.daub/GER,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,,Astroviridae,381.0,"Fischer,K., Zeus,V., Kwasnitschka,L., Kerth,G., Haase,M., Groschup,M.H. and Balkema-Buschmann,A.",,D9,Germany,,2013,fecal material,Myotis daubentonii,No,1.0,No,No,NA-NA,,0-381,1.0,NA-NA,,Mammalia
13137,KT894894,KT894894.1,"Astrovirus BatAstV M.daub/GER isolate D10 RNA-dependent RNA polymerase (RdRp) gene, partial cds",09-NOV-2015,Astrovirus BatAstV M.daub/GER,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,,Astroviridae,381.0,"Fischer,K., Zeus,V., Kwasnitschka,L., Kerth,G., Haase,M., Groschup,M.H. and Balkema-Buschmann,A.",,D10,Germany,,2013,fecal material,Myotis daubentonii,No,1.0,No,No,NA-NA,,0-381,1.0,NA-NA,,Mammalia
13138,KT894893,KT894893.1,"Astrovirus BatAstV M.daub/GER isolate D11 RNA-dependent RNA polymerase (RdRp) gene, partial cds",09-NOV-2015,Astrovirus BatAstV M.daub/GER,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,,Astroviridae,381.0,"Fischer,K., Zeus,V., Kwasnitschka,L., Kerth,G., Haase,M., Groschup,M.H. and Balkema-Buschmann,A.",,D11,Germany,,2013,fecal material,Myotis daubentonii,No,1.0,No,No,NA-NA,,0-381,1.0,NA-NA,,Mammalia
13139,KT894892,KT894892.1,"Astrovirus BatAstV M.daub/GER isolate D2 RNA-dependent RNA polymerase (RdRp) gene, partial cds",09-NOV-2015,Astrovirus BatAstV M.daub/GER,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,,Astroviridae,381.0,"Fischer,K., Zeus,V., Kwasnitschka,L., Kerth,G., Haase,M., Groschup,M.H. and Balkema-Buschmann,A.",,D2,Germany,,2013,fecal material,Myotis daubentonii,No,1.0,No,No,NA-NA,,0-381,1.0,NA-NA,,Mammalia
13140,KT894891,KT894891.1,"Astrovirus BatAstV M.daub/GER isolate D3 RNA-dependent RNA polymerase (RdRp) gene, partial cds",09-NOV-2015,Astrovirus BatAstV M.daub/GER,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,,Astroviridae,368.0,"Fischer,K., Zeus,V., Kwasnitschka,L., Kerth,G., Haase,M., Groschup,M.H. and Balkema-Buschmann,A.",,D3,Germany,,2014,fecal material,Myotis daubentonii,No,1.0,No,No,NA-NA,,2-368,1.0,NA-NA,,Mammalia
13141,KT894890,KT894890.1,"Astrovirus BatAstV M.daub/GER isolate D14 RNA-dependent RNA polymerase (RdRp) gene, partial cds",09-NOV-2015,Astrovirus BatAstV M.daub/GER,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,,Astroviridae,368.0,"Fischer,K., Zeus,V., Kwasnitschka,L., Kerth,G., Haase,M., Groschup,M.H. and Balkema-Buschmann,A.",,D14,Germany,,2014,fecal material,Myotis daubentonii,No,1.0,No,No,NA-NA,,2-368,1.0,NA-NA,,Mammalia
13142,KT894889,KT894889.1,"Astrovirus BatAstV M.daub/GER isolate D13 RNA-dependent RNA polymerase (RdRp) gene, partial cds",09-NOV-2015,Astrovirus BatAstV M.daub/GER,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,,Astroviridae,381.0,"Fischer,K., Zeus,V., Kwasnitschka,L., Kerth,G., Haase,M., Groschup,M.H. and Balkema-Buschmann,A.",,D13,Germany,,2014,fecal material,Myotis daubentonii,No,1.0,No,No,NA-NA,,0-381,1.0,NA-NA,,Mammalia
13143,KT894888,KT894888.1,"Astrovirus BatAstV M.daub/GER isolate D8 RNA-dependent RNA polymerase (RdRp) gene, partial cds",09-NOV-2015,Astrovirus BatAstV M.daub/GER,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,,Astroviridae,368.0,"Fischer,K., Zeus,V., Kwasnitschka,L., Kerth,G., Haase,M., Groschup,M.H. and Balkema-Buschmann,A.",,D8,Germany,,2014,fecal material,Myotis daubentonii,No,1.0,No,No,NA-NA,,2-368,1.0,NA-NA,,Mammalia
13144,KT894887,KT894887.1,"Astrovirus BatAstV M.daub/GER isolate D12 RNA-dependent RNA polymerase (RdRp) gene, partial cds",09-NOV-2015,Astrovirus BatAstV M.daub/GER,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,,Astroviridae,381.0,"Fischer,K., Zeus,V., Kwasnitschka,L., Kerth,G., Haase,M., Groschup,M.H. and Balkema-Buschmann,A.",,D12,Germany,,2014,fecal material,Myotis daubentonii,No,1.0,No,No,NA-NA,,0-381,1.0,NA-NA,,Mammalia
13145,KT894886,KT894886.1,"Astrovirus BatAstV M.daub/GER isolate D16 RNA-dependent RNA polymerase (RdRp) gene, partial cds",09-NOV-2015,Astrovirus BatAstV M.daub/GER,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,,Astroviridae,348.0,"Fischer,K., Zeus,V., Kwasnitschka,L., Kerth,G., Haase,M., Groschup,M.H. and Balkema-Buschmann,A.",,D16,Germany,,2014,fecal material,Myotis daubentonii,No,1.0,No,No,NA-NA,,0-348,1.0,NA-NA,,Mammalia
13146,KT894885,KT894885.1,"Astrovirus BatAstV M.daub/GER isolate D4 RNA-dependent RNA polymerase (RdRp) gene, partial cds",09-NOV-2015,Astrovirus BatAstV M.daub/GER,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,,Astroviridae,361.0,"Fischer,K., Zeus,V., Kwasnitschka,L., Kerth,G., Haase,M., Groschup,M.H. and Balkema-Buschmann,A.",,D4,Germany,,2014,fecal material,Myotis daubentonii,No,1.0,No,No,NA-NA,,1-361,1.0,NA-NA,,Mammalia
13147,KT894884,KT894884.1,"Astrovirus BatAstV M.daub/GER isolate D1 RNA-dependent RNA polymerase (RdRp) gene, partial cds",09-NOV-2015,Astrovirus BatAstV M.daub/GER,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,,Astroviridae,366.0,"Fischer,K., Zeus,V., Kwasnitschka,L., Kerth,G., Haase,M., Groschup,M.H. and Balkema-Buschmann,A.",,D1,Germany,,2014,fecal material,Myotis daubentonii,No,1.0,No,No,NA-NA,,0-366,1.0,NA-NA,,Mammalia
13148,KT894883,KT894883.1,"Astrovirus BatAstV M.daub/GER isolate D5 RNA-dependent RNA polymerase (RdRp) gene, partial cds",09-NOV-2015,Astrovirus BatAstV M.daub/GER,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,,Astroviridae,381.0,"Fischer,K., Zeus,V., Kwasnitschka,L., Kerth,G., Haase,M., Groschup,M.H. and Balkema-Buschmann,A.",,D5,Germany,,2014,fecal material,Myotis daubentonii,No,1.0,No,No,NA-NA,,0-381,1.0,NA-NA,,Mammalia
13149,KT894882,KT894882.1,"Astrovirus BatAstV M.daub/GER isolate D15 RNA-dependent RNA polymerase (RdRp) gene, partial cds",09-NOV-2015,Astrovirus BatAstV M.daub/GER,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,,Astroviridae,378.0,"Fischer,K., Zeus,V., Kwasnitschka,L., Kerth,G., Haase,M., Groschup,M.H. and Balkema-Buschmann,A.",,D15,Germany,,2014,fecal material,Myotis daubentonii,No,1.0,No,No,NA-NA,,0-378,1.0,NA-NA,,Mammalia
13150,KT894881,KT894881.1,"Astrovirus BatAstV M.bech/GER isolate B3 RNA-dependent RNA polymerase (RdRp) gene, partial cds",09-NOV-2015,Astrovirus BatAstV M.bech/GER,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,,Astroviridae,288.0,"Fischer,K., Zeus,V., Kwasnitschka,L., Kerth,G., Haase,M., Groschup,M.H. and Balkema-Buschmann,A.",,B3,Germany,,2012,fecal material,Myotis bechsteinii,No,1.0,No,No,NA-NA,,2-288,1.0,NA-NA,,Mammalia
13151,KT894880,KT894880.1,"Astrovirus BatAstV M.bech/GER isolate B5 RNA-dependent RNA polymerase (RdRp) gene, partial cds",09-NOV-2015,Astrovirus BatAstV M.bech/GER,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,,Astroviridae,324.0,"Fischer,K., Zeus,V., Kwasnitschka,L., Kerth,G., Haase,M., Groschup,M.H. and Balkema-Buschmann,A.",,B5,Germany,,2012,fecal material,Myotis bechsteinii,No,1.0,No,No,NA-NA,,1-324,1.0,NA-NA,,Mammalia
13152,KT894879,KT894879.1,"Astrovirus BatAstV M.bech/GER isolate B6 RNA-dependent RNA polymerase (RdRp) gene, partial cds",09-NOV-2015,Astrovirus BatAstV M.bech/GER,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,,Astroviridae,325.0,"Fischer,K., Zeus,V., Kwasnitschka,L., Kerth,G., Haase,M., Groschup,M.H. and Balkema-Buschmann,A.",,B6,Germany,,2012,fecal material,Myotis bechsteinii,No,1.0,No,No,NA-NA,,1-325,1.0,NA-NA,,Mammalia
13153,KT894878,KT894878.1,"Astrovirus BatAstV M.bech/GER isolate B1 RNA-dependent RNA polymerase (RdRp) gene, partial cds",09-NOV-2015,Astrovirus BatAstV M.bech/GER,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,,Astroviridae,381.0,"Fischer,K., Zeus,V., Kwasnitschka,L., Kerth,G., Haase,M., Groschup,M.H. and Balkema-Buschmann,A.",,B1,Germany,,2011,fecal and urine material,Myotis bechsteinii,No,1.0,No,No,NA-NA,,0-381,1.0,NA-NA,,Mammalia
13154,KT894877,KT894877.1,"Astrovirus BatAstV M.bech/GER isolate B4 RNA-dependent RNA polymerase (RdRp) gene, partial cds",09-NOV-2015,Astrovirus BatAstV M.bech/GER,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,,Astroviridae,373.0,"Fischer,K., Zeus,V., Kwasnitschka,L., Kerth,G., Haase,M., Groschup,M.H. and Balkema-Buschmann,A.",,B4,Germany,,2011,fecal material,Myotis bechsteinii,No,1.0,No,No,NA-NA,,0-373,1.0,NA-NA,,Mammalia
13155,KT894876,KT894876.1,"Astrovirus BatAstV M.bech/GER isolate B7 RNA-dependent RNA polymerase (RdRp) gene, partial cds",09-NOV-2015,Astrovirus BatAstV M.bech/GER,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,,Astroviridae,343.0,"Fischer,K., Zeus,V., Kwasnitschka,L., Kerth,G., Haase,M., Groschup,M.H. and Balkema-Buschmann,A.",,B7,Germany,,2014,fecal material,Myotis bechsteinii,No,1.0,No,No,NA-NA,,1-343,1.0,NA-NA,,Mammalia
13156,KT894875,KT894875.1,"Astrovirus BatAstV M.bech/GER isolate B8 RNA-dependent RNA polymerase (RdRp) gene, partial cds",09-NOV-2015,Astrovirus BatAstV M.bech/GER,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,,Astroviridae,387.0,"Fischer,K., Zeus,V., Kwasnitschka,L., Kerth,G., Haase,M., Groschup,M.H. and Balkema-Buschmann,A.",,B8,Germany,,2013,fecal material,Myotis bechsteinii,No,1.0,No,No,NA-NA,,0-387,1.0,NA-NA,,Mammalia
13157,KT894874,KT894874.1,"Astrovirus BatAstV M.bech/GER isolate B2 RNA-dependent RNA polymerase (RdRp) gene, partial cds",09-NOV-2015,Astrovirus BatAstV M.bech/GER,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,,Astroviridae,381.0,"Fischer,K., Zeus,V., Kwasnitschka,L., Kerth,G., Haase,M., Groschup,M.H. and Balkema-Buschmann,A.",,B2,Germany,,2013,fecal material,Myotis bechsteinii,No,1.0,No,No,NA-NA,,0-381,1.0,NA-NA,,Mammalia
13259,KP843564,KP843564.1,"Bat astrovirus isolate 1(3)/2014/CZE RNA-dependent RNA polymerase gene, partial cds",10-AUG-2015,Bat astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,,Astroviridae,404.0,"Dufkova,L. and Strakova,P.",1(3),1(3)/2014/CZE,Czech Republic,,2014,mixed fecal sample,Pipistrellus nathusii;Pipistrellus pygmaeus,No,1.0,No,No,NA-NA,,0-404,1.0,NA-NA,,
13260,KP843563,KP843563.1,"Bat astrovirus isolate 9(2)/2013/CZE RNA-dependent RNA polymerase gene, partial cds",10-AUG-2015,Bat astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,,Astroviridae,404.0,"Dufkova,L. and Strakova,P.",9(2),9(2)/2013/CZE,Czech Republic,,2013,intestinal content sample,Rhinolophus hipposideros,No,1.0,No,No,NA-NA,,0-404,1.0,NA-NA,,Mammalia
13261,KP843562,KP843562.1,"Bat astrovirus isolate 2(2)/2012/CZE RNA-dependent RNA polymerase gene, partial cds",10-AUG-2015,Bat astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,,Astroviridae,404.0,"Dufkova,L. and Strakova,P.",2(2),2(2)/2012/CZE,Czech Republic,,2012,intestinal content sample,Myotis emarginatus,No,1.0,No,No,NA-NA,,0-404,1.0,NA-NA,,Mammalia
13262,KP843561,KP843561.1,"Bat astrovirus isolate 27(1)/2012/CZE RNA-dependent RNA polymerase gene, partial cds",10-AUG-2015,Bat astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,,Astroviridae,404.0,"Dufkova,L. and Strakova,P.",27(1),27(1)/2012/CZE,Czech Republic,,2012,intestinal content sample,Vespertilio murinus,No,1.0,No,No,NA-NA,,0-404,1.0,NA-NA,,Mammalia
13263,KP843560,KP843560.1,"Bat astrovirus isolate 23(1)/2012/CZE RNA-dependent RNA polymerase gene, partial cds",10-AUG-2015,Bat astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,,Astroviridae,404.0,"Dufkova,L. and Strakova,P.",23(1),23(1)/2012/CZE,Czech Republic,,2012,intestinal content sample,Pipistrellus pipistrellus,No,1.0,No,No,NA-NA,,0-404,1.0,NA-NA,,Mammalia
13264,KP843559,KP843559.1,"Bat astrovirus isolate 16(1)/2010/CZE RNA-dependent RNA polymerase gene, partial cds",10-AUG-2015,Bat astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,,Astroviridae,404.0,"Dufkova,L. and Strakova,P.",16(1),16(1)/2010/CZE,Czech Republic,,2010,intestinal content sample,Myotis mystacinus,No,1.0,No,No,NA-NA,,0-404,1.0,NA-NA,,Mammalia
13265,KP843558,KP843558.1,"Bat astrovirus isolate 8(1)/2012/CZE RNA-dependent RNA polymerase gene, partial cds",10-AUG-2015,Bat astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,,Astroviridae,404.0,"Dufkova,L. and Strakova,P.",8(1),8(1)/2012/CZE,Czech Republic,,2012,intestinal content sample,Nyctalus noctula,No,1.0,No,No,NA-NA,,0-404,1.0,NA-NA,,Mammalia
13980,KJ571431,KJ571431.1,"Bat astrovirus Myr/QX60-2/Guangxi nonstructural polyprotein 1AB gene, partial cds",20-NOV-2014,Bat astrovirus Myr/QX60-2/Guangxi,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,,Astroviridae,381.0,"Hu,B., Chmura,A., Li,J., Zhu,G., Zhang,Y., Zhang,W., Daszak,P. and Shi,Z.",,QX60-2/Guangxi,China,,28-Aug-2009,anal swab,Myotis ricketti,No,1.0,No,No,NA-NA,,0-381,1.0,NA-NA,,Mammalia
13981,KJ571430,KJ571430.1,"Bat astrovirus Myr/QX60-1/Guangxi nonstructural polyprotein 1AB gene, partial cds",20-NOV-2014,Bat astrovirus Myr/QX60-1/Guangxi,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,,Astroviridae,381.0,"Hu,B., Chmura,A., Li,J., Zhu,G., Zhang,Y., Zhang,W., Daszak,P. and Shi,Z.",,QX60-1/Guangxi,China,,28-Aug-2009,anal swab,Myotis ricketti,No,1.0,No,No,NA-NA,,0-381,1.0,NA-NA,,Mammalia
13982,KJ571429,KJ571429.1,"Bat astrovirus Ha/QX48/Guangxi nonstructural polyprotein 1AB gene, partial cds",20-NOV-2014,Bat astrovirus Ha/QX48/Guangxi,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,,Astroviridae,381.0,"Hu,B., Chmura,A., Li,J., Zhu,G., Zhang,Y., Zhang,W., Daszak,P. and Shi,Z.",,QX48/Guangxi,China,,28-Aug-2009,anal swab,Hipposideros armiger,No,1.0,No,No,NA-NA,,0-381,1.0,NA-NA,,Mammalia
13983,KJ571428,KJ571428.1,"Bat astrovirus Rp/FK35/Guangxi nonstructural polyprotein 1AB gene, partial cds",20-NOV-2014,Bat astrovirus Rp/FK35/Guangxi,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,,Astroviridae,381.0,"Hu,B., Chmura,A., Li,J., Zhu,G., Zhang,Y., Zhang,W., Daszak,P. and Shi,Z.",,FK35/Guangxi,China,,28-Aug-2009,anal swab,Rhinolophus pusillus,No,1.0,No,No,NA-NA,,0-381,1.0,NA-NA,,Mammalia
13984,KJ571427,KJ571427.1,"Bat astrovirus Hl/FK34/Guangxi nonstructural polyprotein 1AB gene, partial cds",20-NOV-2014,Bat astrovirus Hl/FK34/Guangxi,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,,Astroviridae,381.0,"Hu,B., Chmura,A., Li,J., Zhu,G., Zhang,Y., Zhang,W., Daszak,P. and Shi,Z.",,FK34/Guangxi,China,,28-Aug-2009,anal swab,Hipposideros larvatus,No,1.0,No,No,NA-NA,,0-381,1.0,NA-NA,,Mammalia
13985,KJ571426,KJ571426.1,"Bat astrovirus Hl/FK29-2/Guangxi nonstructural polyprotein 1AB gene, partial cds",20-NOV-2014,Bat astrovirus Hl/FK29-2/Guangxi,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,,Astroviridae,381.0,"Hu,B., Chmura,A., Li,J., Zhu,G., Zhang,Y., Zhang,W., Daszak,P. and Shi,Z.",,FK29-2/Guangxi,China,,28-Aug-2009,anal swab,Hipposideros larvatus,No,1.0,No,No,NA-NA,,0-381,1.0,NA-NA,,Mammalia
13986,KJ571425,KJ571425.1,"Bat astrovirus Hl/FK29-1/Guangxi nonstructural polyprotein 1AB gene, partial cds",20-NOV-2014,Bat astrovirus Hl/FK29-1/Guangxi,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,,Astroviridae,381.0,"Hu,B., Chmura,A., Li,J., Zhu,G., Zhang,Y., Zhang,W., Daszak,P. and Shi,Z.",,FK29-1/Guangxi,China,,28-Aug-2009,anal swab,Hipposideros larvatus,No,1.0,No,No,NA-NA,,0-381,1.0,NA-NA,,Mammalia
13987,KJ571424,KJ571424.1,"Bat astrovirus Rp/FK27/Guangxi nonstructural polyprotein 1AB gene, partial cds",20-NOV-2014,Bat astrovirus Rp/FK27/Guangxi,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,,Astroviridae,381.0,"Hu,B., Chmura,A., Li,J., Zhu,G., Zhang,Y., Zhang,W., Daszak,P. and Shi,Z.",,FK27/Guangxi,China,,28-Aug-2009,anal swab,Rhinolophus pusillus,No,1.0,No,No,NA-NA,,0-381,1.0,NA-NA,,Mammalia
13988,KJ571423,KJ571423.1,"Bat astrovirus Hl/LD41/Hainan nonstructural polyprotein 1AB gene, partial cds",20-NOV-2014,Bat astrovirus Hl/LD41/Hainan,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,,Astroviridae,381.0,"Hu,B., Chmura,A., Li,J., Zhu,G., Zhang,Y., Zhang,W., Daszak,P. and Shi,Z.",,LD41/Hainan,China,,24-Jul-2008,anal swab,Hipposideros larvatus,No,1.0,No,No,NA-NA,,0-381,1.0,NA-NA,,Mammalia
13989,KJ571422,KJ571422.1,"Bat astrovirus Hl/LD34/Hainan nonstructural polyprotein 1AB gene, partial cds",20-NOV-2014,Bat astrovirus Hl/LD34/Hainan,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,,Astroviridae,381.0,"Hu,B., Chmura,A., Li,J., Zhu,G., Zhang,Y., Zhang,W., Daszak,P. and Shi,Z.",,LD34/Hainan,China,,24-Jul-2008,anal swab,Hipposideros larvatus,No,1.0,No,No,NA-NA,,0-381,1.0,NA-NA,,Mammalia
13990,KJ571421,KJ571421.1,"Bat astrovirus Sk/YY17-2/Hainan nonstructural polyprotein 1AB gene, partial cds",20-NOV-2014,Bat astrovirus Sk/YY17-2/Hainan,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,,Astroviridae,381.0,"Hu,B., Chmura,A., Li,J., Zhu,G., Zhang,Y., Zhang,W., Daszak,P. and Shi,Z.",,YY17-2/Hainan,China,,22-Jul-2008,anal swab,Scotophilus kuhlii,No,1.0,No,No,NA-NA,,0-381,1.0,NA-NA,,Mammalia
13991,KJ571420,KJ571420.1,"Bat astrovirus Sk/YY17-1/Hainan nonstructural polyprotein 1AB gene, partial cds",20-NOV-2014,Bat astrovirus Sk/YY17-1/Hainan,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,,Astroviridae,381.0,"Hu,B., Chmura,A., Li,J., Zhu,G., Zhang,Y., Zhang,W., Daszak,P. and Shi,Z.",,YY17-1/Hainan,China,,22-Jul-2008,anal swab,Scotophilus kuhlii,No,1.0,No,No,NA-NA,,0-381,1.0,NA-NA,,Mammalia
